cast_set_num,director_name,director_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes
CS2938,Thomas Carter,49,Sean Patrick Thomas,656,Terry Kinney,363,Fredro Starr,237,1307
CS2939,Renny Harlin,212,Tuesday Knight,130,Rodney Eastman,125,Brooke Bundy,54,450
CS2940,Patricia Riggen,36,Jennifer Garner,3000,Brighton Sharbino,3000,Martin Henderson,579,7833
CS2941,Danny Leiner,8,Jennifer Garner,3000,Mary Lynn Rajskub,934,Marla Sokoloff,612,6454
CS2942,Christopher Cain,58,Jack Palance,549,Patrick Wayne,439,Brian Keith,316,1747
CS2943,Theodore Melfi,51,Bill Murray,13000,Naomi Watts,6000,Reg E. Cathey,360,20330
CS2944,Steve Pink,38,Joe Lo Truglio,833,Regina Hall,807,Bryan Callen,460,2800
CS2945,Gil Junger,19,Joseph Gordon-Levitt,23000,Heath Ledger,13000,Andrew Keegan,835,37907
CS2946,Ed Decter,13,Zooey Deschanel,11000,Eddie Griffin,489,Gene Simmons,301,12687
CS2947,Gene Quintano,0,Jon Lovitz,11000,Lin Shaye,852,Bill Nunn,182,12322
CS2948,Jaume Collet-Serra,174,Óscar Jaenada,619,Brett Cullen,350,Sedona Legge,2,971
CS2949,Eric Bress,19,Logan Lerman,8000,Eric Stoltz,902,Cameron Bright,829,12755
CS2950,Chris Koch,13,Chris Elliott,571,Mark Webber,442,Jean Smart,329,2241
CS2951,Preston A. Whitmore II,17,Mekhi Phifer,1000,Chris Brown,997,Loretta Devine,912,6554
CS2952,Bob Clark,84,Kathleen Turner,899,Dom DeLuise,842,Ruby Dee,782,2936
CS2953,Kirk Wong,6,Bokeem Woodbine,904,Elliott Gould,471,Antonio Sabato Jr.,459,3353
CS2954,Bronwen Hughes,15,Gregory Smith,694,Eartha Kitt,558,Charlotte Sullivan,388,2486
CS2955,John Lafia,5,Jenny Agutter,659,Beth Grant,628,Greg Germann,435,2646
CS2956,Sam Miller,12,Leslie Bibb,1000,Kate del Castillo,345,Henry Simmons,334,2297
CS2957,Frank Darabont,0,Toby Jones,2000,Alexa Davalos,850,Jeffrey DeMunn,745,5371
CS2958,Alex Garland,232,Elina Alminas,149,Sonoya Mizuno,145,Corey Johnson,123,430
CS2959,Spike Jonze,0,Willie Garson,512,Orson Bean,216,Mary Kay Place,213,1171
CS2960,Mark Brown,7,Mo'Nique,939,Vivica A. Fox,890,Tamala Jones,405,2815
CS2961,Dave Green,13,Teo Halm,803,Ella Wahlestedt,587,Jason Gray-Stanford,140,1921
CS2962,John Stockwell,134,Kirsten Dunst,4000,Jay Hernandez,1000,Rolando Molina,525,6214
CS2963,Clint Eastwood,16000,Yuki Matsuzaki,378,Kazunari Ninomiya,85,Shidô Nakamura,78,751
CS2964,Michael Polish,35,J.K. Simmons,24000,Virginia Madsen,912,Bruce Dern,844,27806
CS2965,Daisy von Scherler Mayer,18,LL Cool J,1000,Jada Pinkett Smith,851,Dave Chappelle,744,3352
CS2966,Lenny Abrahamson,412,Joan Allen,805,Jacob Tremblay,681,Cas Anvar,491,2499
CS2967,Bob Saget,799,Don Rickles,721,Jack Warden,359,Traylor Howard,294,1805
CS2968,John Waters,0,Kathleen Turner,899,Sam Waterston,849,Traci Lords,650,3092
CS2969,Andrew Fleming,26,Ryan Reynolds,16000,Will Ferrell,8000,Kirsten Dunst,4000,31005
CS2970,Niels Arden Oplev,76,Michael Nyqvist,690,David Dencik,94,Lena Endre,75,998
CS2971,Craig Bolotin,7,Rosario Dawson,3000,Vanessa Williams,1000,Robert Ri'chard,730,6485
CS2972,Mark Christopher,15,Salma Hayek,4000,Ellen Albertini Dow,957,Sela Ward,812,6910
CS2973,Blair Hayes,2,Jake Gyllenhaal,15000,Geoffrey Arend,816,Marley Shelton,690,18864
CS2974,Jez Butterworth,16,Mark Gatiss,567,Mathieu Kassovitz,326,Ben Chaplin,258,1775
CS2975,Jon Lucas,24,Justin Chon,552,Josie Loren,528,Sarah Wright,499,2730
CS2976,Olivier Assayas,107,Steve Buscemi,12000,Miranda Richardson,530,Catalina Sandino Moreno,280,13208
CS2977,Rod Lurie,37,Harry Lennix,748,Kathryn Morris,573,Peter Coyote,548,2417
CS2978,Paul Weitz,80,Tina Fey,2000,Sarita Choudhury,257,Christopher Evan Welch,252,3004
CS2979,Patrice Leconte,83,Emir Kusturica,2000,Daniel Auteuil,370,Yves Jacques,8,2389
CS2980,Atom Egoyan,460,Liam Neeson,14000,Meghan Heffern,153,Natalie Lisinska,73,14372
CS2981,Paul Mazursky,150,Chazz Palminteri,979,Ryan O'Neal,385,Paul Mazursky,150,1679
CS2982,Jim Sheridan,260,Natalie Portman,20000,Jake Gyllenhaal,15000,Ethan Suplee,1000,39473
CS2983,Sidney Lumet,0,Peter Dinklage,22000,Vin Diesel,14000,Alex Rocco,968,37606
CS2984,Stephen Chbosky,139,Logan Lerman,8000,Ezra Miller,3000,Kate Walsh,850,13631
CS2985,Jon Hess,29,Burt Young,683,Ian Gomez,155,Thomas Ian Griffith,147,1139
CS2986,Douglas McGrath,41,Toby Jones,2000,Isabella Rossellini,812,Hope Davis,442,3474
CS2987,Michael Winterbottom,187,Milla Jovovich,14000,Sarah Polley,900,Shirley Henderson,887,17104
CS2988,Mark Neveldine,83,Djimon Hounsou,3000,Alison Lohman,1000,Dougray Scott,794,7875
CS2989,Joe Cornish,115,John Boyega,1000,Luke Treadaway,305,Jodie Whittaker,304,2011
CS2990,Angelina Jolie Pitt,11000,Jelena Jovanova,306,Nikola Djuricko,164,Branko Djuric,116,796
CS2991,Brad Anderson,122,Michael Imperioli,873,Tara Platt,461,Roma Maffia,383,2812
CS2992,John H. Lee,32,Liam Neeson,14000,Dean Dawson,81,Jung-jae Lee,29,14133
CS2993,John Stainton,0,Steve Irwin,477,Aden Young,238,Steve Bastoni,234,1483
CS2994,Glenn Ficarra,43,Dameon Clarke,170,Louis Herthum,157,Annie Golden,113,931
CS2995,Jean-Jacques Annaud,218,Rae Dawn Chong,581,Everett McGill,201,Gary Schwartz,91,931
CS2996,Denzel Washington,18000,Denzel Washington,18000,Kevin Connolly,638,Derek Luke,543,20456
CS2997,Michael Hoffman,97,Gabriel Millman,13000,Embeth Davidtz,795,Rob Morrow,355,14347
CS2998,Tony Scott,12000,Brad Pitt,11000,Gary Oldman,10000,Michael Rapaport,975,23602
CS2999,Benedek Fliegauf,28,Eva Green,6000,Matt Smith,2000,Hannah Murray,1000,9244
CS3000,James Foley,164,Kevin Spacey,18000,Al Pacino,14000,Jude Ciccolella,99,32288
CS3001,Michael Winterbottom,187,Liam Aiken,818,Ned Beatty,467,Jay R. Ferguson,204,1813
CS3002,Paul Schrader,261,Ed Begley Jr.,783,Ruby Dee,782,John Heard,697,3700
CS3003,Stewart Hendler,10,Julian Morris,1000,Margo Harshman,668,Rumer Willis,472,3142
CS3004,John Cromwell,19,David Niven,490,Mary Astor,185,Ronald Colman,135,1166
CS3005,Craig Gillespie,44,Ryan Gosling,33000,Kelli Garner,730,Paul Schneider,552,34351
CS3006,Mark Herman,39,Richard Johnson,77,Sheila Hancock,32,Cara Horgan,18,156
CS3007,Lars von Trier,3000,Catherine Deneuve,963,Udo Kier,595,Björk,322,2894
CS3008,Gillian Armstrong,44,Tom Wilkinson,1000,Richard Roxburgh,653,Clive Russell,241,2004
CS3009,Abel Ferrara,220,Isabella Rossellini,812,Vincent Gallo,787,Gretchen Mol,599,3337
CS3010,Brian Koppelman,34,Jenna Fischer,966,David Costabile,681,Richard Schiff,506,2661
CS3011,Ethan Maniquis,20,Robert De Niro,22000,Don Johnson,982,Cheech Marin,844,26233
CS3012,George Hickenlooper,60,Kevin Spacey,18000,Eric Schweig,322,Christian Campbell,168,18739
CS3013,Don Bluth,383,Judith Barsi,912,Gabriel Damon,320,Bill Erwin,191,1833
CS3014,Je-kyu Kang,16,Min-sik Choi,717,Bin Won,517,Dong-gun Jang,489,1730
CS3015,William Dear,50,Clifton Collins Jr.,968,Cheech Marin,844,Bruce McGill,655,4270
CS3016,William Friedkin,607,Ellen Burstyn,1000,Linda Blair,931,Lee J. Cobb,259,2466
CS3017,Steven Spielberg,14000,Roy Scheider,813,Robert Shaw,559,Murray Hamilton,366,2047
CS3018,Paul Weitz,80,Alyson Hannigan,3000,Shannon Elizabeth,1000,Natasha Lyonne,1000,8134
CS3019,Stéphane Aubier,2,Mackenzie Foy,6000,Megan Mullally,637,Lambert Wilson,186,6829
CS3020,Michael Ritchie,23,Victor Wong,400,Randall 'Tex' Cobb,255,Charlotte Lewis,148,1044
CS3021,Tim Story,167,Chris Brown,997,Romany Malco,966,Regina Hall,807,5165
CS3022,Tim Story,167,Sean Patrick Thomas,656,Jason George,528,Cedric the Entertainer,436,2754
CS3023,Nicholas Meyer,120,Leonard Nimoy,12000,Kirstie Alley,980,Nichelle Nichols,664,16539
CS3024,Tom Shadyac,293,Sean Young,759,Udo Kier,595,David Margulies,567,2462
CS3025,John Badham,139,Matthew Broderick,2000,Barry Corbin,883,Ally Sheedy,793,4537
CS3026,Peter Weir,608,Harrison Ford,11000,Viggo Mortensen,10000,Lukas Haas,733,22479
CS3027,Mike McCoy,16,Alex Veadov,93,Jason Cottle,17,Rorke Denver,11,146
CS3028,Anne Fletcher,98,Channing Tatum,17000,Alyson Stoner,2000,Josh Henderson,920,21380
CS3029,Mike Judge,406,Bruce Willis,13000,Demi Moore,2000,John Doman,616,17035
CS3030,Quentin Tarantino,16000,Robert De Niro,22000,Sid Haig,1000,Robert Forster,889,25522
CS3031,Jon Hurwitz,22,Danneel Ackles,1000,Eric Winter,954,Beverly D'Angelo,816,4065
CS3032,Josh Trank,128,Michael Kelly,963,Alex Russell,465,Ashley Hinshaw,371,2054
CS3033,Barbra Streisand,0,Miriam Margolyes,405,Amy Irving,194,Steven Hill,122,914
CS3034,Terry Gilliam,0,Shelley Duvall,629,Michael Palin,561,Kenny Baker,504,2730
CS3035,Tamra Davis,33,Britney Spears,1000,Katherine Boecher,188,Dave Allen,135,1531
CS3036,Nima Nourizadeh,166,Dax Flame,971,Kirby Bliss Blanton,329,Oliver Cooper,281,2043
CS3037,Franklin J. Schaffner,76,George C. Scott,654,Karl Malden,416,Bill Hickman,78,1306
CS3038,Mark Romanek,132,Robin Williams,49000,Gary Cole,989,Connie Nielsen,933,52138
CS3039,John Erick Dowdle,66,Andrew Fiscella,137000,Jay Hernandez,1000,Dania Ramirez,1000,140268
CS3040,David Moreau,0,Chloë Grace Moretz,17000,Alessandro Nivola,527,Obba Babatundé,451,18765
CS3041,Christopher Erskin,4,Vanessa Williams,1000,Shannon Elizabeth,1000,Shad Moss,826,5006
CS3042,Jesse Dylan,58,Hector Elizondo,995,Fred Willard,729,T.J. Thyne,722,6105
CS3043,Brian Henson,53,Steven Mackintosh,227,Jerry Nelson,94,Steve Whitmire,84,534
CS3044,Martin Campbell,258,Eva Green,6000,Tobias Menzies,1000,Ivana Milicevic,834,9125
CS3045,Julie Taymor,278,Salma Hayek,4000,Roger Rees,1000,Valeria Golino,898,7072
CS3046,Dan Cutforth,4,Lexie Contursi,28,Ashley Ashida Dixon,9,Anthony Burrell,8,52
CS3047,Josh Boone,131,Shailene Woodley,8000,Sam Trammell,1000,Nat Wolff,733,10565
CS3048,John Dahl,131,Matt Damon,13000,Martin Landau,940,Gretchen Mol,599,14890
CS3049,Chris Rock,0,Rosario Dawson,3000,Romany Malco,966,J.B. Smoove,555,5592
CS3050,John Frankenheimer,287,Talia Shire,452,Richard Dysart,122,Robert Foxworth,79,729
CS3051,David Koepp,192,Illeana Douglas,347,Kathryn Erbe,301,Lusia Strus,282,1254
CS3052,,,Peter Mensah,1000,Kelvin Taylor,939,Viva Bianca,898,6091
CS3053,Stephen Frears,350,Steve Coogan,1000,Mare Winningham,482,Peter Hermann,322,2376
CS3054,Mike Binder,57,Alicia Witt,975,Erika Christensen,931,Joan Allen,805,2944
CS3055,Franklin J. Schaffner,76,Laurence Olivier,1000,Anne Meara,837,Steve Guttenberg,801,4659
CS3056,Elizabeth Allen Rosenbaum,20,Tammin Sursok,836,Joanna 'JoJo' Levesque,826,Dichen Lachman,717,3963
CS3057,Jake Schreier,14,Nat Wolff,733,Cara Delevingne,558,Meg Crosbie,376,2753
CS3058,Cheryl Dunye,17,Michael Imperioli,873,Marsha Thomason,691,Bai Ling,581,3646
CS3059,Alexander Payne,729,Devin Ratray,1000,Bruce Dern,844,Will Forte,622,3798
CS3060,Ernest R. Dickerson,226,CCH Pounder,1000,Jada Pinkett Smith,851,Gary Farmer,580,3931
CS3061,Tim Hill,25,Noel Fisher,833,Amber Valletta,626,Larry Miller,611,4551
CS3062,Jason Reitman,655,Charlize Theron,9000,Patton Oswalt,786,Collette Wolfe,390,10575
CS3063,Mark Neveldine,83,Jason Statham,26000,Edi Gathegi,725,Jose Pablo Cantillo,501,28767
CS3064,Lionel C. Martin,3,Bernie Mac,1000,Gilbert Gottfried,560,Lark Voorhies,324,2939
CS3065,Richard LaGravenese,98,Holly Hunter,1000,Eddie Cibrian,849,Jenette Goldstein,604,3250
CS3066,Sanaa Hamri,43,Common,988,Laz Alonso,826,Mehcad Brooks,696,3906
CS3067,Jonathan Demme,438,Anne Hathaway,11000,Rosemarie DeWitt,536,Bill Irwin,471,12274
CS3068,Bob Rafelson,30,Anjelica Huston,1000,Michael Lerner,230,John Colicos,85,1456
CS3069,Peter Webber,73,Scarlett Johansson,19000,Colin Firth,14000,Tom Wilkinson,1000,34700
CS3070,Wolfgang Petersen,249,Jürgen Prochnow,362,Martin Semmelrogge,21,Herbert Grönemeyer,18,469
CS3071,John Lee Hancock,102,Dennis Quaid,2000,Marc Blucas,973,Jordi Mollà,877,5780
CS3072,Wallace Wolodarsky,32,Heather Matarazzo,529,Barry Watson,526,Harland Williams,503,2393
CS3073,Richard Curtis,628,Tom Hughes,565,Tom Hollander,555,Lindsay Duncan,171,1595
CS3074,Yimou Zhang,611,Takeshi Kaneshiro,755,Andy Lau,483,Zhengyong Zhang,4,1244
CS3075,Nicholas Jarecki,27,Nate Parker,664,Curtiss Cook,591,Reg E. Cathey,360,2440
CS3076,Dean Israelite,16,Gary Weeks,452,Jonny Weston,328,Sofia Black-D'Elia,265,1819
CS3077,Darnell Martin,67,Cedric the Entertainer,436,Veronika Dash,223,Tammy Blanchard,192,1141
CS3078,Scott Alexander,25,Sarah Silverman,931,Dave Chappelle,744,Sherman Hemsley,654,3848
CS3079,Stuart Gordon,216,Christopher Lambert,1000,Kurtwood Smith,1000,Clifton Collins Jr.,968,4755
CS3080,Christopher Guest,378,John Michael Higgins,957,Catherine O'Hara,925,Ed Begley Jr.,783,3535
CS3081,Woody Allen,11000,Melanie Griffith,537,Aleksa Palladino,255,Greg Mottola,99,943
CS3082,Ryan Murphy,708,Jill Clayburgh,433,Joseph Cross,398,Dagmara Dominczyk,316,1291
CS3083,Robert Iscove,7,Anika Noni Rose,525,Kelly Clarkson,281,Brian Dietzen,251,1445
CS3084,Spike Lee,0,Michael Imperioli,873,Debi Mazar,680,Gretchen Mol,599,4497
CS3085,Jane Campion,319,Jennifer Jason Leigh,1000,Nick Damici,65,Susan Gardner,48,1171
CS3086,James Gray,115,Isabella Rossellini,812,Vinessa Shaw,580,Samantha Ivers,103,1540
CS3087,Fred Schepisi,40,Bob Hoskins,5000,Ray Winstone,1000,JJ Feild,794,7166
CS3088,Joon-ho Bong,584,Doona Bae,629,Kang-ho Song,398,Ah-sung Ko,74,1173
CS3089,Roger Spottiswoode,55,Robert Duvall,3000,Treat Williams,642,Paul Gleason,212,4277
CS3090,Antonia Bird,61,Jeremy Davies,769,Jeffrey Jones,692,David Arquette,611,2543
CS3091,Jon Poll,20,Robert Downey Jr.,21000,Megan Park,569,Hope Davis,442,22577
CS3092,Paolo Sorrentino,667,Toni Servillo,211,Sabrina Ferilli,98,Serena Grandi,70,456
CS3093,Peter Care,0,Kieran Culkin,1000,Michael Harding,165,Jake Richardson,77,1292
CS3094,Chan-wook Park,0,Mia Wasikowska,3000,Alden Ehrenreich,1000,Harmony Korine,520,5074
CS3095,Kar-Wai Wong,0,Li Gong,878,Tony Chiu Wai Leung,643,Maggie Cheung,576,2378
CS3096,Ira Sachs,60,David Richmond-Peck,60,Erin Boyes,46,Timothy Webber,18,141
CS3097,Carroll Ballard,19,Eamonn Walker,706,Hope Davis,442,Campbell Scott,393,1579
CS3098,Neil Jordan,277,Tony Curran,845,Stephen Rea,327,Alicja Bachleda,289,1554
CS3099,Takeshi Kitano,0,Omar Epps,865,Tatyana Ali,685,James Shigeta,403,2126
CS3100,Anthony Russo,94,Michael Jeter,693,Isaiah Washington,534,Andy Davoli,146,1373
CS3101,Sidney Lumet,0,Kyra Sedgwick,941,Anne Bancroft,754,Albert Brooks,745,3099
CS3102,Vadim Perelman,26,Eva Amurri Martino,797,Lynn Cohen,474,Brett Cullen,350,2073
CS3103,Lawrence Kasdan,759,Dianne Wiest,967,Mark Duplass,830,Sam Shepard,820,3878
CS3104,Marco Kreuzpaintner,7,Zack Ward,662,Kate del Castillo,345,Alicja Bachleda,289,1952
CS3105,Lajos Koltai,45,Marcell Nagy,9,Péter Fancsikai,2,Bálint Péntek,0,11
CS3106,Alan Rudolph,18,Bruce Willis,13000,Albert Finney,883,Omar Epps,865,17417
CS3107,Yimou Zhang,611,Honglei Sun,9,Ni Yan,4,Dahong Ni,3,18
CS3108,Vincenzo Natali,165,David Hewlett,686,Jeremy Northam,327,Kari Matchett,280,1501
CS3109,Chuan Lu,14,Ye Liu,52,Yuanyuan Gao,32,Ryu Kohata,3,91
CS3110,Tim Johnson,12,Jim Parsons,17000,Matt Jones,523,April Winchell,183,17883
CS3111,Lijun Sun,0,Jon Heder,970,Tom Arnold,618,Rebecca Black,188,1854
CS3112,Takashi Yamazaki,7,Takuya Kimura,84,Meisa Kuroki,33,Hiroyuki Ikeuchi,16,164
CS3113,Renny Harlin,212,Richard Coyle,567,Kenneth Cranham,111,Ana Imnadze,18,708
CS3114,Christopher Smith,76,Rachael Carpani,181,Michael Dorman,168,Emma Lung,42,433
CS3115,Timothy Hines,0,Christopher Lambert,1000,Kelly LeBrock,445,Alexandra Callas,247,2059
CS3116,Randall Wallace,130,Jacob Vargas,399,Connor Corum,116,Rob Moran,79,663
CS3117,Guy Ritchie,0,Jason Statham,26000,Brad Pitt,11000,Jason Flemyng,1000,39175
CS3118,David Winters,49,Gary Daniels,551,Matt Marr,85,Ginger Jensen,84,895
CS3119,Mary Lambert,52,Miko Hughes,969,Fred Gwynne,886,Denise Crosby,426,2987
CS3120,Akira Kurosawa,0,Tatsuo Matsumura,15,Tetsu Watanabe,6,Akira Terao,4,30
CS3121,Jamie Thraves,2,Paddy Considine,680,Caroline Dhavernas,544,Charlotte Sullivan,388,1780
CS3122,Mabel Cheung,3,Wei Tang,215,Ching Wan Lau,27,Hailu Qin,2,244
CS3123,Joe Dante,287,Phoebe Cates,767,Harry Carey Jr.,281,Zach Galligan,233,2053
CS3124,George Lucas,0,Harrison Ford,11000,Peter Cushing,1000,Kenny Baker,504,13485
CS3125,Dan Mazer,11,Robert De Niro,22000,Zoey Deutch,851,Jason Mantzoukas,411,24063
CS3126,David Lean,767,Julie Christie,597,Klaus Kinski,396,Geraldine Chaplin,382,1966
CS3127,Stephen Daldry,335,Wagner Moura,585,Selton Mello,68,Daniel Zettel,14,679
CS3128,Kenny Ortega,197,Lucas Grabeel,755,Matt Prokop,734,Corbin Bleu,632,3507
CS3129,David O. Russell,737,Christian Bale,23000,Jack McGee,238,Melissa McMeekin,141,23811
CS3130,Jeff Tremaine,79,Bam Margera,608,Steve-O,362,Chris Pontius,218,1853
CS3131,Jonathan Lynn,36,Fred Gwynne,886,Bruce McGill,655,Lane Smith,633,3280
CS3132,R.J. Cutler,15,Chloë Grace Moretz,17000,Mireille Enos,1000,Stacy Keach,602,20466
CS3133,Brian Trenchard-Smith,53,Zoe Ventoura,84,Damien Garvey,37,Christopher Sommers,32,179
CS3134,David S. Ward,42,Corbin Bernsen,1000,Tom Berenger,854,Rene Russo,808,3435
CS3135,Oliver Parker,32,Lily Cole,785,Rupert Everett,692,Tamsin Egerton,621,3135
CS3136,Joel Schumacher,541,Radha Mitchell,991,John Enos III,465,Richard T. Jones,328,2562
CS3137,Adam Shankman,163,Lauren German,683,Peter Coyote,548,Paz de la Huerta,488,2436
CS3138,Tim Robbins,0,Lois Smith,276,Celia Weston,258,Robert Prosky,191,903
CS3139,Roger Kumble,16,Sarah Michelle Gellar,4000,Sean Patrick Thomas,656,Eric Mabius,637,6223
CS3140,Kevin Greutert,52,Costas Mandylor,723,Shawnee Smith,651,George Newbern,647,3101
CS3141,Mel Brooks,0,Madeline Kahn,1000,Sid Caesar,898,Dom DeLuise,842,3931
CS3142,Gina Prince-Bythewood,107,Nate Parker,664,Alicia Keys,551,Jennifer Hudson,549,3376
CS3143,Rob Pritts,5,Vincent Pastore,584,Vinessa Shaw,580,Peter Berg,532,3850
CS3144,Brian De Palma,0,Steven Bauer,636,Gabrielle Carteris,330,Gregg Henry,298,1852
CS3145,Norman Jewison,278,Sylvester Stallone,13000,Peter Boyle,595,Rod Steiger,279,14735
CS3146,Tobe Hooper,365,Louise Fletcher,425,Bud Cort,394,William Bassett,225,1661
CS3147,John Crowley,34,Julie Walters,838,Fiona Glascott,55,Eva Birthistle,54,995
CS3148,Stanley Kubrick,0,Ryan O'Neal,385,Steven Berkoff,293,Hardy Krüger,111,1104
CS3149,Brendan Malloy,2,Lee Majors,799,Jason London,711,Thomas Lennon,651,4291
CS3150,Reginald Hudlin,71,Will Ferrell,8000,John Witherspoon,723,Tim Meadows,553,10982
CS3151,Dustin Hoffman,0,Luke Newberry,358,Sheridan Smith,156,Pauline Collins,123,1114
CS3152,Gregory Poirier,5,Shannon Elizabeth,1000,Jake Busey,660,David Ogden Stiers,443,2729
CS3153,Bill Paxton,0,Matthew McConaughey,11000,Powers Boothe,472,Matt O'Leary,303,12237
CS3154,Simon Curtis,64,Ryan Reynolds,16000,Frances Fisher,638,Elizabeth McGovern,553,17866
CS3155,Bill Condon,386,Liam Neeson,14000,Oliver Platt,1000,Dylan Baker,812,17490
CS3156,Sam Raimi,0,Patricia Tallman,901,Bridget Fonda,888,Embeth Davidtz,795,3913
CS3157,Dewey Nicks,4,Jaime King,960,Gedde Watanabe,448,Jim Rash,424,2415
CS3158,Lasse Hallström,529,Johnny Depp,40000,Leonardo DiCaprio,29000,Kevin Tighe,472,69746
CS3159,Philip Saville,10,Henry Ian Cusick,866,Alan Van Sprang,147,Scott Handy,109,1281
CS3160,Mike Leigh,608,Eddie Marsan,979,Sally Hawkins,594,Imelda Staunton,579,3133
CS3161,Daisy von Scherler Mayer,18,Michael McKean,658,Dash Mihok,463,Jimi Mistry,183,1559
CS3162,Mira Nair,300,Anjelica Huston,1000,Chazz Palminteri,979,Vincent Gallo,787,3072
CS3163,Ethan Coen,1000,Justin Timberlake,3000,Max Casella,275,Alex Karpovsky,272,4082
CS3164,Tim Blake Nelson,596,Mekhi Phifer,1000,Andrew Keegan,835,John Heard,697,3300
CS3165,William A. Graham,8,Milla Jovovich,14000,Wayne Pygram,163,Lisa Pelikan,40,14281
CS3166,Martin Ritt,58,Frank Finlay,338,Anthony Zerbe,275,Samantha Eggar,104,800
CS3167,John Turturro,0,Kate Winslet,14000,Steve Buscemi,12000,Eddie Izzard,776,28004
CS3168,Agnieszka Holland,238,Phyllida Law,60,David Kennedy,35,Angus Barnett,22,150
CS3169,Tobe Hooper,365,Heather O'Rourke,887,Zelda Rubinstein,770,Craig T. Nelson,723,3876
CS3170,Rowan Joffe,17,Sam Riley,845,Sean Harris,641,Geoff Bell,405,3117
CS3171,David Hackl,43,Julie Benz,3000,Costas Mandylor,723,Scott Patterson,357,5286
CS3172,Giuliano Montaldo,4,John Cassavetes,917,Gena Rowlands,545,Britt Ekland,199,1827
CS3173,Lisa Azuelos,15,Nora Dunn,142,Lina Esco,79,Alix Freihage,19,248
CS3174,Ray Lawrence,10,John Howard,172,Deborra-Lee Furness,71,Max Cullen,48,378
CS3175,Karan Johar,160,Shah Rukh Khan,8000,John Abraham,1000,Preity Zinta,860,10822
CS3176,Oliver Parker,32,Minnie Driver,893,Rupert Everett,692,Jeremy Northam,327,2640
CS3177,Ruairi Robinson,7,Romola Garai,805,Olivia Williams,766,Tom Cullen,507,2271
CS3178,Jaume Balagueró,57,Lena Olin,541,Giancarlo Giannini,451,Francesc Pagès,132,1228
CS3179,Stanley Kubrick,0,Keir Dullea,273,Gary Lockwood,117,Glenn Beck,73,727
CS3180,Steven Spielberg,14000,Henry Thomas,861,Dee Wallace,725,Peter Coyote,548,2811
CS3181,Jon Kasdan,21,Kristen Stewart,17000,Elena Anaya,1000,Dustin Milligan,499,20312
CS3182,Léa Pool,4,William Hurt,882,Marc Donato,450,Raoul Max Trujillo,194,1554
CS3183,Floyd Mutrux,11,Ricky Schroder,665,Kelli Williams,446,Seymour Cassel,327,2272
CS3184,,,Antonia Thomas,381,Johnny Flynn,102,Hannah Britland,44,592
CS3185,Sajid Khan,0,Arjun Rampal,564,Boman Irani,154,Riteish Deshmukh,119,1121
CS3186,Christopher Cain,58,Jon Gries,482,Taylor Handley,362,Trent Ford,258,1526
CS3187,Dean Wright,0,Santiago Cabrera,639,Eduardo Verástegui,377,Catalina Sandino Moreno,280,1807
CS3188,Eric Lartigau,7,Karin Viard,68,Eric Elmosnino,29,François Damiens,24,175
CS3189,Gus Van Sant,835,Robin Williams,49000,Matt Damon,13000,Minnie Driver,893,63710
CS3190,Shintaro Shimosawa,29,Al Pacino,14000,Anthony Hopkins,12000,Glen Powell,571,27660
CS3191,Darren Lynn Bousman,163,Costas Mandylor,723,Shawnee Smith,651,Leigh Whannell,482,3189
CS3192,Ivan Reitman,425,Bill Murray,13000,Harold Ramis,11000,Judge Reinhold,901,27378
CS3193,Peyton Reed,235,Kirsten Dunst,4000,Lindsay Sloane,464,Clare Kramer,229,5270
CS3194,James DeMonaco,65,Frank Grillo,798,Joseph Julian Soria,465,Mykelti Williamson,393,2480
CS3195,Robert Iscove,7,Paul Walker,23000,Clea DuVall,1000,Kieran Culkin,1000,28734
CS3196,Lee Daniels,304,Mo'Nique,939,Gabourey Sidibe,906,Mariah Carey,736,3276
CS3197,Darren Lynn Bousman,163,Costas Mandylor,723,Shawnee Smith,651,Angus Macfadyen,448,3492
CS3198,Geoffrey Sax,13,Deborah Kara Unger,494,Keegan Connor Tracy,392,Mike Dopud,368,2013
CS3199,Tyler Perry,0,Boris Kodjoe,1000,Cicely Tyson,907,Blair Underwood,685,5264
CS3200,Martin Scorsese,17000,Tom Cruise,10000,Bill Cobbs,970,Mary Elizabeth Mastrantonio,638,11895
CS3201,Ken Annakin,19,Richard Burton,726,Richard Beymer,249,Eddie Albert,196,1554
CS3202,Stephen Herek,65,Lane Smith,633,Shaun Weiss,613,Elden Henson,577,3362
CS3203,Takashi Shimizu,70,Sarah Michelle Gellar,4000,Clea DuVall,1000,Ted Raimi,634,7461
CS3204,Dennis Dugan,221,Adam Sandler,11000,Kevin Nealon,503,Frances Bay,491,13162
CS3205,Victor Salva,108,Eileen Brennan,1000,Patricia Belcher,322,Jonathan Breck,270,1982
CS3206,Stephen Herek,65,Keanu Reeves,18000,George Carlin,769,Al Leong,730,20795
CS3207,Carol Reed,82,Oliver Reed,695,Ron Moody,275,Jack Wild,139,1593
CS3208,John Madden,108,Tom Wilkinson,1000,Penelope Wilton,400,Celia Imrie,186,1898
