Movie ID,movie_facebook_likes
M4592,0
M4593,706
M4594,31
M4595,0
M4596,0
M4597,157
M4598,27
M4599,43
M4600,210
M4601,143
M4602,244
M4603,793
M4604,0
M4605,17
M4606,128
M4607,42
M4608,47
M4609,0
M4610,259
M4611,501
M4612,903
M4613,138
M4614,297
M4615,32
M4616,141
M4617,599
M4618,3
M4619,0
M4620,150
M4621,68
M4622,370
M4623,41
M4624,54
M4625,0
M4626,968
M4627,91
M4628,48
M4629,936
M4630,0
M4631,212
M4632,23000
M4633,785
M4634,2000
M4635,57
M4636,884
M4637,42
M4638,489
M4639,0
M4640,995
M4641,14000
M4642,52
M4643,12000
M4644,698
M4645,0
M4646,17000
M4647,0
M4648,0
M4649,337
M4650,12000
M4651,0
M4652,24
M4653,181
M4654,0
M4655,0
M4656,409
M4657,933
M4658,549
M4659,312
M4660,48000
M4661,33
M4662,0
M4663,81
M4664,219
M4665,926
M4666,18
M4667,83
M4668,130
M4669,396
M4670,4
M4671,0
M4672,23000
M4673,1000
M4674,14
M4675,0
M4676,274
M4677,307
M4678,31000
M4679,614
M4680,0
M4681,0
M4682,0
M4683,0
M4684,163
M4685,0
M4686,2000
M4687,128
M4688,3000
M4689,0
M4690,903
M4691,1000
M4692,420
M4693,523
M4694,303
M4695,0
M4696,0
M4697,0
M4698,102
M4699,161
M4700,158
M4701,0
M4702,203
M4703,5
M4704,1000
M4705,0
M4706,0
M4707,1000
M4708,0
M4709,0
M4710,0
M4711,12
M4712,11
M4713,51
M4714,358
M4715,34
M4716,32
M4717,9
M4718,36
M4719,128
M4720,0
M4721,88
M4722,7
M4723,18
M4724,0
M4725,126
M4726,816
M4727,0
M4728,244
M4729,0
M4730,588
M4731,0
M4732,0
M4733,694
M4734,491
M4735,43
M4736,0
M4737,287
M4738,0
M4739,44
M4740,180
M4741,1000
M4742,51
M4743,139
M4744,86
M4745,238
M4746,0
M4747,590
M4748,11000
M4749,0
M4750,344
M4751,155
M4752,46000
M4753,26000
M4754,60
M4755,183
M4756,19000
M4757,29
M4758,339
M4759,898
M4760,23
M4761,808
M4762,22
M4763,0
M4764,0
M4765,16
M4766,0
M4767,0
M4768,337
M4769,353
M4770,0
M4771,701
M4772,126
M4773,381
M4774,707
M4775,70
M4776,0
M4777,44
M4778,9
M4779,60000
M4780,0
M4781,123
M4782,0
M4783,62
M4784,0
M4785,0
M4786,31
M4787,439
M4788,460
M4789,865
M4790,0
M4791,61
M4792,0
M4793,0
M4794,12000
M4795,0
M4796,14000
M4797,426
M4798,39
M4799,0
M4800,754
M4801,638
M4802,194
M4803,2000
M4804,526
M4805,0
M4806,166
M4807,0
M4808,7
M4809,12
M4810,0
M4811,691
M4812,672
M4813,167
M4814,12000
M4815,0
M4816,111
M4817,0
M4818,583
M4819,70
M4820,17000
M4821,240
M4822,12000
M4823,40000
M4824,675
M4825,0
M4826,13000
M4827,0
M4828,121
M4829,0
M4830,166
M4831,0
M4832,29
M4833,594
M4834,0
M4835,92
M4836,2000
M4837,50
M4838,379
M4839,363
M4840,26
M4841,30
M4842,53
M4843,14000
M4844,175
M4845,0
M4846,261
M4847,4
M4848,7
M4849,114
M4850,249
M4851,0
M4852,0
M4853,0
M4854,169
M4855,16
M4856,661
M4857,423
M4858,170
M4859,133
M4860,17
M4861,11000
M4862,46
M4863,178
M4864,98
M4865,12000
M4866,85
M4867,93
M4868,62
M4869,0
M4870,10000
M4871,122
M4872,773
M4873,14000
M4874,67
M4875,777
M4876,141
M4877,11000
M4878,0
M4879,0
M4880,76
M4881,53
M4882,519
M4883,515
M4884,71
M4885,199
M4886,226
M4887,72
M4888,231
M4889,22000
M4890,244
M4891,801
M4892,72
M4893,17
M4894,465
M4895,0
M4896,10000
M4897,0
M4898,0
M4899,328
M4900,30
M4901,0
M4902,569
M4903,2000
M4904,96
M4905,26
M4906,29000
M4907,198
M4908,47
M4909,0
M4910,443
M4911,267
M4912,44
M4913,863
M4914,0
M4915,46000
M4916,246
M4917,90
M4918,83
M4919,38
M4920,142
M4921,66
M4922,0
M4923,0
M4924,406
M4925,88
M4926,34
M4927,21000
M4928,0
M4929,566
M4930,65
M4931,132
M4932,26000
M4933,73
M4934,0
M4935,0
M4936,197
M4937,0
M4938,0
M4939,215
M4940,207
M4941,116
M4942,667
M4943,0
M4944,72
M4945,0
M4946,54
M4947,14
M4948,3000
M4949,0
M4950,377
M4951,377
M4952,0
M4953,187
M4954,0
M4955,0
M4956,0
M4957,0
M4958,0
M4959,0
M4960,471
M4961,0
M4962,157
M4963,0
M4964,178
M4965,0
M4966,0
M4967,246
M4968,10
M4969,17
M4970,65
M4971,82
M4972,0
M4973,110
M4974,24000
M4975,97
M4976,30
M4977,34
M4978,0
M4979,0
M4980,812
M4981,1000
M4982,182
M4983,209
M4984,3000
M4985,265
M4986,1000
M4987,114
M4988,0
M4989,284
M4990,2
M4991,5
M4992,0
M4993,33
M4994,10000
M4995,83
M4996,234
M4997,72
M4998,451
M4999,0
M5000,87
M5001,239
M5002,0
M5003,225
M5004,377
M5005,13
M5006,91
M5007,48
M5008,535
M5009,0
M5010,85
M5011,108
M5012,489
M5013,10000
M5014,61
M5015,0
M5016,2000
M5017,33
M5018,200
M5019,725
M5020,0
M5021,33
M5022,297
M5023,45
M5024,324
M5025,835
M5026,0
M5027,171
M5028,697
M5029,105
M5030,817
M5031,22
M5032,424
M5033,20
M5034,19000
M5035,74
M5036,0
M5037,4
M5038,413
M5039,84
M5040,32000
M5041,16
M5042,660
M5043,456
