movie_id,cast_set_num,movie_title,director_name,genres,country,title_year,imdb_score,movie_imdb_link
M1173,CS1272,One for the Money ,Julie Anne Robinson,Action|Comedy|Crime|Romance|Thriller,USA,2012,5.3,http://www.imdb.com/title/tt1598828/?ref_=fn_tt_tt_1
M2021,CS2120,Point Break ,Ericson Core,Action|Crime|Sport|Thriller,USA,2015,5.3,http://www.imdb.com/title/tt2058673/?ref_=fn_tt_tt_1
M3688,CS3787,Salvation Boulevard ,George Ratliff,Action|Comedy|Drama|Thriller,USA,2011,5.3,http://www.imdb.com/title/tt1251743/?ref_=fn_tt_tt_1
M225,CS324,Ghost Rider ,Mark Steven Johnson,Action|Fantasy|Thriller,USA,2007,5.2,http://www.imdb.com/title/tt0259324/?ref_=fn_tt_tt_1
M1368,CS1467,The 5th Wave ,J Blakeson,Action|Adventure|Sci-Fi|Thriller,USA,2016,5.2,http://www.imdb.com/title/tt2304933/?ref_=fn_tt_tt_1
M2471,CS2570,I Am Wrath ,Chuck Russell,Action|Crime|Drama|Thriller,USA,2016,5.2,http://www.imdb.com/title/tt3212232/?ref_=fn_tt_tt_1
M073,CS172,The Mummy: Tomb of the Dragon Emperor ,Rob Cohen,Action|Adventure|Fantasy|Horror|Thriller,USA,2008,5.2,http://www.imdb.com/title/tt0859163/?ref_=fn_tt_tt_1
M1833,CS1932,Paul Blart: Mall Cop ,Steve Carr,Action|Comedy|Crime,USA,2009,5.2,http://www.imdb.com/title/tt1114740/?ref_=fn_tt_tt_1
M1848,CS1947,Legion ,Scott Stewart,Action|Fantasy|Horror,USA,2010,5.2,http://www.imdb.com/title/tt1038686/?ref_=fn_tt_tt_1
M4346,CS4445,The Marine 4: Moving Target ,William Kaufman,Action|Thriller,USA,2015,5.2,http://www.imdb.com/title/tt3528666/?ref_=fn_tt_tt_1
M1477,CS1576,Hot Pursuit ,Anne Fletcher,Action|Comedy|Crime,USA,2015,5.1,http://www.imdb.com/title/tt2967224/?ref_=fn_tt_tt_1
M2341,CS2440,Dylan Dog: Dead of Night ,Kevin Munroe,Action|Comedy|Crime|Fantasy|Horror|Mystery|Sci-Fi|Thriller,USA,2010,5.1,http://www.imdb.com/title/tt1013860/?ref_=fn_tt_tt_1
M1462,CS1561,Alex Cross ,Rob Cohen,Action|Crime|Mystery|Thriller,USA,2012,5.1,http://www.imdb.com/title/tt1712170/?ref_=fn_tt_tt_1
M3267,CS3366,Re-Kill ,Valeri Milev,Action|Horror,USA,2015,5.1,http://www.imdb.com/title/tt1612319/?ref_=fn_tt_tt_1
M133,CS232,G-Force ,Hoyt Yeatman,Action|Adventure|Animation|Comedy|Family|Fantasy|Sci-Fi,USA,2009,5.1,http://www.imdb.com/title/tt0436339/?ref_=fn_tt_tt_1
M1470,CS1569,Abduction ,John Singleton,Action|Mystery|Thriller,USA,2011,5,http://www.imdb.com/title/tt1600195/?ref_=fn_tt_tt_1
M2367,CS2466,Fight Valley ,Rob Hawk,Action|Drama,USA,2016,5,http://www.imdb.com/title/tt4280822/?ref_=fn_tt_tt_1
M1529,CS1628,The Darkest Hour ,Chris Gorak,Action|Adventure|Horror|Sci-Fi|Thriller,USA,2011,4.9,http://www.imdb.com/title/tt1093357/?ref_=fn_tt_tt_1
M2321,CS2420,The Cold Light of Day ,Mabrouk El Mechri,Action|Thriller,USA,2012,4.9,http://www.imdb.com/title/tt1366365/?ref_=fn_tt_tt_1
M4658,CS4757,American Hero ,Nick Love,Action|Comedy|Drama|Sci-Fi,USA,2015,4.9,http://www.imdb.com/title/tt4733536/?ref_=fn_tt_tt_1
M198,CS297,After Earth ,M. Night Shyamalan,Action|Adventure|Sci-Fi,USA,2013,4.9,http://www.imdb.com/title/tt1815862/?ref_=fn_tt_tt_1
M4147,CS4246,Close Range ,Isaac Florentine,Action|Crime,USA,2015,4.9,http://www.imdb.com/title/tt3511596/?ref_=fn_tt_tt_1
M807,CS906,The Spirit ,Frank Miller,Action|Crime|Fantasy|Thriller,USA,2008,4.8,http://www.imdb.com/title/tt0831887/?ref_=fn_tt_tt_1
M1069,CS1168,Jonah Hex ,Jimmy Hayward,Action|Drama|Fantasy|Thriller|Western,USA,2010,4.7,http://www.imdb.com/title/tt1075747/?ref_=fn_tt_tt_1
M1251,CS1350,Aliens vs. Predator: Requiem ,Colin Strause,Action|Horror|Sci-Fi|Thriller,USA,2007,4.7,http://www.imdb.com/title/tt0758730/?ref_=fn_tt_tt_1
M4327,CS4426,Rockaway ,Jeff Crook,Action|Crime|Drama|Thriller,USA,2007,4.6,http://www.imdb.com/title/tt0796355/?ref_=fn_tt_tt_1
M3427,CS3526,Swelter ,Keith Parmer,Action|Crime|Drama|Thriller,USA,2014,4.6,http://www.imdb.com/title/tt2112277/?ref_=fn_tt_tt_1
M2484,CS2583,The Prince ,Brian A Miller,Action|Thriller,USA,2014,4.6,http://www.imdb.com/title/tt1085492/?ref_=fn_tt_tt_1
M4977,CS5076,Queen Crab ,Brett Piper,Action|Sci-Fi|Thriller,USA,2015,4.5,http://www.imdb.com/title/tt2319456/?ref_=fn_tt_tt_1
M1473,CS1572,Superhero Movie ,Craig Mazin,Action|Comedy|Sci-Fi|Thriller,USA,2008,4.5,http://www.imdb.com/title/tt0426592/?ref_=fn_tt_tt_1
M2298,CS2397,Code Name: The Cleaner ,Les Mayfield,Action|Comedy|Crime,USA,2007,4.5,http://www.imdb.com/title/tt0462229/?ref_=fn_tt_tt_1
M1552,CS1651,"Big Mommas: Like Father, Like Son ",John Whitesell,Action|Comedy|Crime,USA,2011,4.4,http://www.imdb.com/title/tt1464174/?ref_=fn_tt_tt_1
M4340,CS4439,The Legend of Hell's Gate: An American Conspiracy ,Tanner Beard,Action|Adventure|History|Western,USA,2011,4.4,http://www.imdb.com/title/tt1220217/?ref_=fn_tt_tt_1
M1352,CS1451,Paul Blart: Mall Cop 2 ,Andy Fickman,Action|Comedy|Crime,USA,2015,4.4,http://www.imdb.com/title/tt3450650/?ref_=fn_tt_tt_1
M2442,CS2541,Getaway ,Courtney Solomon,Action|Crime|Thriller,USA,2013,4.4,http://www.imdb.com/title/tt2167202/?ref_=fn_tt_tt_1
M3141,CS3240,Skyline ,Colin Strause,Action|Sci-Fi|Thriller,USA,2010,4.4,http://www.imdb.com/title/tt1564585/?ref_=fn_tt_tt_1
M4783,CS4882,Diamond Ruff ,Alec Asten,Action,USA,2015,4.3,http://www.imdb.com/title/tt2111292/?ref_=fn_tt_tt_1
M432,CS531,Cats & Dogs: The Revenge of Kitty Galore ,Brad Peyton,Action|Comedy|Family|Fantasy,USA,2010,4.3,http://www.imdb.com/title/tt1287468/?ref_=fn_tt_tt_1
M390,CS489,Fantastic Four ,Josh Trank,Action|Adventure|Sci-Fi,USA,2015,4.3,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
M832,CS931,Ghost Rider: Spirit of Vengeance ,Mark Neveldine,Action|Fantasy|Thriller,USA,2011,4.3,http://www.imdb.com/title/tt1071875/?ref_=fn_tt_tt_1
M250,CS349,Fantastic Four ,Josh Trank,Action|Adventure|Sci-Fi,USA,2015,4.3,http://www.imdb.com/title/tt1502712/?ref_=fn_tt_tt_1
M4860,CS4959,Amidst the Devil's Wings ,Daniel Columbie,Action|Crime|Drama,USA,2014,4.3,http://www.imdb.com/title/tt3976258/?ref_=fn_tt_tt_1
M4855,CS4954,Death Calls ,Ken Del Conte,Action|Adventure|Mystery|Romance|Thriller,USA,2010,4.3,http://www.imdb.com/title/tt1328873/?ref_=fn_tt_tt_1
M630,CS729,The Legend of Hercules ,Renny Harlin,Action|Adventure|Fantasy,USA,2014,4.2,http://www.imdb.com/title/tt1043726/?ref_=fn_tt_tt_1
M141,CS240,The Last Airbender ,M. Night Shyamalan,Action|Adventure|Family|Fantasy,USA,2010,4.2,http://www.imdb.com/title/tt0938283/?ref_=fn_tt_tt_1
M3434,CS3533,Code of Honor ,Michael Winnick,Action,USA,2016,4.2,http://www.imdb.com/title/tt4060866/?ref_=fn_tt_tt_1
M2016,CS2115,Red Sky ,Mario Van Peebles,Action|Thriller,USA,2014,4.1,http://www.imdb.com/title/tt1946381/?ref_=fn_tt_tt_1
M4773,CS4872,Fight to the Finish ,Warren Sheppard,Action|Romance|Sport,USA,2016,4,http://www.imdb.com/title/tt3152288/?ref_=fn_tt_tt_1
M4154,CS4253,Unnatural ,Hank Braxtan,Action|Horror|Thriller,USA,2015,4,http://www.imdb.com/title/tt3551400/?ref_=fn_tt_tt_1
M3253,CS3352,The Devil's Tomb ,Jason Connery,Action|Horror|Sci-Fi,USA,2009,3.8,http://www.imdb.com/title/tt1147687/?ref_=fn_tt_tt_1
M4969,CS5068,Echo Dr. ,Patrick Ryan Sims,Action|Drama|Sci-Fi|Thriller,USA,2013,3.6,http://www.imdb.com/title/tt2343473/?ref_=fn_tt_tt_1
M4449,CS4548,Wind Walkers ,Russell Friedenberg,Action|Horror|Thriller,USA,2015,3.6,http://www.imdb.com/title/tt1236254/?ref_=fn_tt_tt_1
M1825,CS1924,Spy Kids: All the Time in the World in 4D ,Robert Rodriguez,Action|Adventure|Comedy|Family|Sci-Fi,USA,2011,3.6,http://www.imdb.com/title/tt1517489/?ref_=fn_tt_tt_1
M3987,CS4086,Chain of Command ,Kevin Carraway,Action|Thriller,USA,2015,3.5,http://www.imdb.com/title/tt4340720/?ref_=fn_tt_tt_1
M4630,CS4729,Zombie Hunter ,K. King,Action|Comedy|Horror,USA,2013,3.5,http://www.imdb.com/title/tt2446502/?ref_=fn_tt_tt_1
M1937,CS2036,Dance Flick ,Damien Dante Wayans,Action|Comedy|Music,USA,2009,3.5,http://www.imdb.com/title/tt1153706/?ref_=fn_tt_tt_1
M3819,CS3918,Navy Seals vs. Zombies ,Stanton Barrett,Action|Horror,USA,2015,3.4,http://www.imdb.com/title/tt4511566/?ref_=fn_tt_tt_1
M4842,CS4941,Royal Kill ,Babar Ahmed,Action|Thriller,USA,2009,3.2,http://www.imdb.com/title/tt0421237/?ref_=fn_tt_tt_1
M2569,CS2668,Left Behind ,Vic Armstrong,Action|Drama|Fantasy|Mystery|Thriller,USA,2014,3.1,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1
M4446,CS4545,Checkmate ,Timothy Woodward Jr.,Action|Crime|Thriller,USA,2015,3.1,http://www.imdb.com/title/tt3781616/?ref_=fn_tt_tt_1
M2400,CS2499,Left Behind ,Vic Armstrong,Action|Drama|Fantasy|Mystery|Thriller,USA,2014,3.1,http://www.imdb.com/title/tt2467046/?ref_=fn_tt_tt_1
M4525,CS4624,The Dead Undead ,Matthew R. Anderson,Action|Horror|Sci-Fi,USA,2010,3,http://www.imdb.com/title/tt0923653/?ref_=fn_tt_tt_1
M1703,CS1802,Dragonball: Evolution ,James Wong,Action|Adventure|Fantasy|Sci-Fi|Thriller,USA,2009,2.7,http://www.imdb.com/title/tt1098327/?ref_=fn_tt_tt_1
M4769,CS4868,Subconscious ,Georgia Hilton,Action|Mystery|Thriller,USA,2015,2.2,http://www.imdb.com/title/tt2909932/?ref_=fn_tt_tt_1
M1137,CS1236,Foodfight! ,Lawrence Kasanoff,Action|Animation|Comedy|Family|Fantasy,USA,2012,1.7,http://www.imdb.com/title/tt0249516/?ref_=fn_tt_tt_1
